!MOLECULE
 NO from JPL database, updated 2010, incl. cross-ladder trans.          
!MOLECULAR WEIGHT
 30.
! NUMBER OF ENERGY LEVELS
 154
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J (or other quantum numbers)
10140  143  129 .11E-11 .12E-11 .14E-11 .16E-11 .17E-11 .19E-11 .21E-11 .24E-11 .26E-11 .27E-11
10141  143  130 .12E-11 .13E-11 .15E-11 .17E-11 .19E-11 .21E-11 .23E-11 .26E-11 .28E-11 .30E-11
10142  143  131 .35E-11 .35E-11 .34E-11 .33E-11 .32E-11 .32E-11 .31E-11 .30E-11 .30E-11 .30E-11
10143  143  132 .32E-11 .32E-11 .31E-11 .31E-11 .30E-11 .30E-11 .29E-11 .28E-11 .28E-11 .28E-11
10144  143  133 .30E-11 .30E-11 .29E-11 .29E-11 .28E-11 .28E-11 .27E-11 .26E-11 .26E-11 .26E-11
10145  143  134 .11E-11 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .16E-11 .17E-11 .19E-11 .20E-11
10146  143  135 .13E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .19E-11 .21E-11 .22E-11
10147  143  136 .14E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .19E-11 .21E-11 .23E-11 .24E-11
10148  143  137 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10 .14E-10 .14E-10 .15E-10 .15E-10 .15E-10
10149  143  138 .13E-10 .13E-10 .14E-10 .14E-10 .15E-10 .15E-10 .16E-10 .16E-10 .17E-10 .17E-10
10150  143  139 .14E-10 .15E-10 .15E-10 .16E-10 .16E-10 .16E-10 .17E-10 .18E-10 .18E-10 .19E-10
10151  143  140 .17E-11 .12E-11 .10E-11 .10E-11 .10E-11 .10E-11 .10E-11 .11E-11 .11E-11 .11E-11
10152  143  141 .19E-11 .13E-11 .11E-11 .11E-11 .11E-11 .11E-11 .11E-11 .11E-11 .12E-11 .12E-11
10153  143  142 .20E-11 .13E-11 .12E-11 .12E-11 .12E-11 .12E-11 .12E-11 .12E-11 .13E-11 .13E-11
10154  144    1 .50E-14 .73E-14 .11E-13 .16E-13 .21E-13 .27E-13 .39E-13 .54E-13 .68E-13 .81E-13
10155  144    2 .25E-14 .37E-14 .54E-14 .78E-14 .11E-13 .13E-13 .20E-13 .27E-13 .34E-13 .41E-13
10156  144    3 .87E-14 .13E-13 .20E-13 .29E-13 .40E-13 .52E-13 .79E-13 .11E-12 .14E-12 .17E-12
10157  144    4 .17E-13 .26E-13 .39E-13 .58E-13 .79E-13 .10E-12 .16E-12 .22E-12 .29E-12 .34E-12
10158  144    5 .12E-13 .17E-13 .24E-13 .33E-13 .42E-13 .51E-13 .67E-13 .84E-13 .99E-13 .11E-12
10159  144    6 .79E-14 .11E-13 .16E-13 .22E-13 .28E-13 .34E-13 .44E-13 .56E-13 .66E-13 .75E-13
10160  144    7 .39E-14 .57E-14 .82E-14 .11E-13 .14E-13 .17E-13 .22E-13 .28E-13 .33E-13 .38E-13
10161  144    8 .76E-14 .11E-13 .17E-13 .26E-13 .36E-13 .48E-13 .76E-13 .11E-12 .15E-12 .19E-12
10162  144    9 .15E-13 .22E-13 .35E-13 .51E-13 .72E-13 .96E-13 .15E-12 .23E-12 .31E-12 .38E-12
10163  144   10 .23E-13 .34E-13 .52E-13 .77E-13 .11E-12 .14E-12 .23E-12 .34E-12 .46E-12 .57E-12
10164  144   11 .14E-13 .21E-13 .30E-13 .41E-13 .54E-13 .68E-13 .96E-13 .13E-12 .16E-12 .19E-12
10165  144   12 .11E-13 .15E-13 .22E-13 .31E-13 .41E-13 .51E-13 .72E-13 .97E-13 .12E-12 .14E-12
10166  144   13 .72E-14 .10E-13 .15E-13 .21E-13 .27E-13 .34E-13 .48E-13 .65E-13 .81E-13 .96E-13
10167  144   14 .27E-13 .39E-13 .56E-13 .78E-13 .10E-12 .13E-12 .17E-12 .23E-12 .28E-12 .31E-12
10168  144   15 .40E-13 .58E-13 .85E-13 .12E-12 .15E-12 .19E-12 .26E-12 .34E-12 .41E-12 .47E-12
10169  144   16 .54E-13 .77E-13 .11E-12 .16E-12 .20E-12 .25E-12 .35E-12 .46E-12 .55E-12 .63E-12
10170  144   17 .34E-13 .47E-13 .64E-13 .80E-13 .96E-13 .11E-12 .13E-12 .15E-12 .17E-12 .19E-12
10171  144   18 .27E-13 .38E-13 .51E-13 .64E-13 .77E-13 .87E-13 .11E-12 .12E-12 .14E-12 .15E-12
10172  144   19 .20E-13 .28E-13 .38E-13 .48E-13 .57E-13 .66E-13 .79E-13 .93E-13 .10E-12 .11E-12
10173  144   20 .38E-13 .55E-13 .82E-13 .12E-12 .15E-12 .20E-12 .29E-12 .42E-12 .54E-12 .65E-12
10174  144   21 .51E-13 .74E-13 .11E-12 .15E-12 .21E-12 .26E-12 .39E-12 .56E-12 .72E-12 .87E-12
10175  144   22 .64E-13 .92E-13 .14E-12 .19E-12 .26E-12 .33E-12 .49E-12 .69E-12 .90E-12 .11E-11
10176  144   23 .47E-13 .66E-13 .90E-13 .12E-12 .14E-12 .17E-12 .22E-12 .28E-12 .33E-12 .39E-12
10177  144   24 .39E-13 .55E-13 .75E-13 .98E-13 .12E-12 .14E-12 .18E-12 .23E-12 .28E-12 .32E-12
10178  144   25 .31E-13 .44E-13 .60E-13 .78E-13 .96E-13 .11E-12 .15E-12 .19E-12 .22E-12 .26E-12
10179  144   26 .81E-13 .11E-12 .15E-12 .19E-12 .24E-12 .27E-12 .34E-12 .41E-12 .46E-12 .50E-12
10180  144   27 .10E-12 .14E-12 .19E-12 .24E-12 .29E-12 .34E-12 .43E-12 .51E-12 .57E-12 .62E-12
10181  144   28 .12E-12 .16E-12 .23E-12 .29E-12 .35E-12 .41E-12 .51E-12 .61E-12 .69E-12 .75E-12
10182  144   29 .81E-13 .11E-12 .13E-12 .16E-12 .18E-12 .20E-12 .23E-12 .25E-12 .28E-12 .30E-12
10183  144   30 .70E-13 .92E-13 .12E-12 .14E-12 .16E-12 .17E-12 .19E-12 .22E-12 .24E-12 .25E-12
10184  144   31 .58E-13 .76E-13 .96E-13 .11E-12 .13E-12 .14E-12 .16E-12 .18E-12 .20E-12 .21E-12
10185  144   32 .13E-12 .18E-12 .26E-12 .34E-12 .42E-12 .51E-12 .69E-12 .90E-12 .11E-11 .13E-11
10186  144   33 .16E-12 .22E-12 .31E-12 .40E-12 .51E-12 .61E-12 .82E-12 .11E-11 .13E-11 .15E-11
10187  144   34 .19E-12 .26E-12 .36E-12 .47E-12 .59E-12 .72E-12 .96E-12 .13E-11 .15E-11 .18E-11
10188  144   35 .15E-12 .21E-12 .27E-12 .32E-12 .38E-12 .42E-12 .51E-12 .60E-12 .68E-12 .76E-12
10189  144   36 .13E-12 .18E-12 .23E-12 .28E-12 .33E-12 .37E-12 .44E-12 .52E-12 .60E-12 .66E-12
10190  144   37 .11E-12 .15E-12 .20E-12 .24E-12 .28E-12 .32E-12 .38E-12 .45E-12 .51E-12 .57E-12
10191  144   38 .15E-12 .19E-12 .24E-12 .28E-12 .32E-12 .36E-12 .41E-12 .46E-12 .49E-12 .52E-12
10192  144   39 .18E-12 .22E-12 .28E-12 .33E-12 .38E-12 .42E-12 .48E-12 .53E-12 .57E-12 .60E-12
10193  144   40 .20E-12 .25E-12 .32E-12 .38E-12 .43E-12 .48E-12 .55E-12 .61E-12 .65E-12 .69E-12
10194  144   41 .17E-12 .20E-12 .25E-12 .28E-12 .31E-12 .34E-12 .38E-12 .42E-12 .45E-12 .48E-12
10195  144   42 .15E-12 .18E-12 .22E-12 .25E-12 .28E-12 .30E-12 .34E-12 .37E-12 .40E-12 .43E-12
10196  144   43 .13E-12 .16E-12 .19E-12 .22E-12 .24E-12 .26E-12 .30E-12 .33E-12 .35E-12 .37E-12
10197  144   44 .34E-12 .44E-12 .57E-12 .70E-12 .82E-12 .94E-12 .12E-11 .14E-11 .16E-11 .18E-11
10198  144   45 .39E-12 .50E-12 .65E-12 .80E-12 .94E-12 .11E-11 .13E-11 .16E-11 .18E-11 .20E-11
10199  144   46 .44E-12 .57E-12 .73E-12 .90E-12 .11E-11 .12E-11 .15E-11 .18E-11 .21E-11 .23E-11
10200  144   47 .71E-14 .97E-14 .13E-13 .16E-13 .20E-13 .23E-13 .28E-13 .33E-13 .39E-13 .45E-13
10201  144   48 .18E-13 .26E-13 .36E-13 .50E-13 .64E-13 .79E-13 .11E-12 .15E-12 .18E-12 .20E-12
10202  144   49 .14E-13 .19E-13 .26E-13 .33E-13 .39E-13 .45E-13 .55E-13 .67E-13 .78E-13 .91E-13
10203  144   50 .37E-13 .51E-13 .73E-13 .99E-13 .13E-12 .16E-12 .22E-12 .29E-12 .35E-12 .41E-12
10204  144   51 .21E-13 .29E-13 .39E-13 .49E-13 .59E-13 .68E-13 .83E-13 .10E-12 .12E-12 .14E-12
10205  144   52 .55E-13 .77E-13 .11E-12 .15E-12 .19E-12 .24E-12 .33E-12 .44E-12 .53E-12 .61E-12
10206  144   53 .18E-13 .24E-13 .31E-13 .39E-13 .45E-13 .51E-13 .62E-13 .74E-13 .86E-13 .10E-12
10207  144   54 .53E-13 .71E-13 .98E-13 .13E-12 .16E-12 .20E-12 .26E-12 .34E-12 .41E-12 .46E-12
10208  144   55 .27E-13 .36E-13 .47E-13 .58E-13 .68E-13 .77E-13 .93E-13 .11E-12 .13E-12 .15E-12
10209  144   56 .79E-13 .11E-12 .15E-12 .19E-12 .24E-12 .29E-12 .40E-12 .51E-12 .61E-12 .69E-12
10210  144   57 .35E-13 .48E-13 .63E-13 .77E-13 .91E-13 .10E-12 .12E-12 .15E-12 .17E-12 .20E-12
10211  144   58 .11E-12 .14E-12 .20E-12 .26E-12 .32E-12 .39E-12 .53E-12 .68E-12 .81E-12 .92E-12
10212  144   59 .43E-12 .54E-12 .66E-12 .76E-12 .84E-12 .92E-12 .10E-11 .12E-11 .13E-11 .14E-11
10213  144   60 .39E-12 .49E-12 .59E-12 .68E-12 .76E-12 .83E-12 .94E-12 .11E-11 .12E-11 .12E-11
10214  144   61 .34E-12 .43E-12 .53E-12 .61E-12 .67E-12 .73E-12 .83E-12 .93E-12 .10E-11 .11E-11
10215  144   62 .25E-12 .29E-12 .35E-12 .40E-12 .44E-12 .48E-12 .56E-12 .63E-12 .69E-12 .74E-12
10216  144   63 .28E-12 .33E-12 .39E-12 .45E-12 .50E-12 .55E-12 .63E-12 .71E-12 .77E-12 .83E-12
10217  144   64 .31E-12 .36E-12 .43E-12 .50E-12 .55E-12 .61E-12 .69E-12 .79E-12 .86E-12 .92E-12
10218  144   65 .38E-13 .52E-13 .66E-13 .80E-13 .93E-13 .11E-12 .13E-12 .16E-12 .20E-12 .23E-12
10219  144   66 .97E-13 .13E-12 .18E-12 .23E-12 .28E-12 .34E-12 .44E-12 .55E-12 .65E-12 .73E-12
10220  144   67 .51E-13 .69E-13 .88E-13 .11E-12 .12E-12 .14E-12 .17E-12 .22E-12 .26E-12 .31E-12
10221  144   68 .13E-12 .17E-12 .23E-12 .30E-12 .38E-12 .45E-12 .59E-12 .74E-12 .87E-12 .97E-12
10222  144   69 .64E-13 .87E-13 .11E-12 .13E-12 .16E-12 .18E-12 .22E-12 .27E-12 .33E-12 .39E-12
10223  144   70 .16E-12 .22E-12 .29E-12 .38E-12 .47E-12 .56E-12 .73E-12 .92E-12 .11E-11 .12E-11
10224  144   71 .63E-13 .84E-13 .10E-12 .12E-12 .14E-12 .15E-12 .18E-12 .21E-12 .25E-12 .29E-12
10225  144   72 .23E-12 .30E-12 .39E-12 .49E-12 .58E-12 .68E-12 .84E-12 .10E-11 .12E-11 .13E-11
10226  144   73 .79E-13 .10E-12 .13E-12 .15E-12 .17E-12 .19E-12 .23E-12 .27E-12 .31E-12 .36E-12
10227  144   74 .29E-12 .37E-12 .49E-12 .61E-12 .73E-12 .84E-12 .11E-11 .13E-11 .15E-11 .16E-11
10228  144   75 .95E-13 .13E-12 .16E-12 .18E-12 .21E-12 .23E-12 .27E-12 .32E-12 .37E-12 .43E-12
10229  144   76 .35E-12 .45E-12 .58E-12 .73E-12 .87E-12 .10E-11 .13E-11 .15E-11 .17E-11 .19E-11
10230  144   77 .36E-12 .43E-12 .50E-12 .56E-12 .62E-12 .66E-12 .74E-12 .83E-12 .89E-12 .95E-12
10231  144   78 .33E-12 .39E-12 .45E-12 .51E-12 .56E-12 .60E-12 .68E-12 .75E-12 .81E-12 .86E-12
10232  144   79 .30E-12 .35E-12 .41E-12 .46E-12 .50E-12 .54E-12 .61E-12 .68E-12 .73E-12 .78E-12
10233  144   80 .51E-12 .58E-12 .68E-12 .77E-12 .85E-12 .93E-12 .11E-11 .12E-11 .13E-11 .15E-11
10234  144   81 .57E-12 .65E-12 .76E-12 .86E-12 .95E-12 .10E-11 .12E-11 .13E-11 .15E-11 .16E-11
10235  144   82 .63E-12 .71E-12 .83E-12 .94E-12 .10E-11 .11E-11 .13E-11 .15E-11 .16E-11 .18E-11
10236  144   83 .16E-12 .22E-12 .27E-12 .33E-12 .38E-12 .43E-12 .53E-12 .65E-12 .78E-12 .90E-12
10237  144   84 .19E-12 .26E-12 .33E-12 .39E-12 .45E-12 .51E-12 .63E-12 .78E-12 .93E-12 .11E-11
10238  144   85 .22E-12 .30E-12 .38E-12 .46E-12 .53E-12 .60E-12 .74E-12 .91E-12 .11E-11 .13E-11
10239  144   86 .29E-12 .37E-12 .47E-12 .59E-12 .69E-12 .80E-12 .98E-12 .12E-11 .13E-11 .14E-11
10240  144   87 .35E-12 .44E-12 .57E-12 .70E-12 .83E-12 .96E-12 .12E-11 .14E-11 .16E-11 .17E-11
10241  144   88 .41E-12 .52E-12 .66E-12 .82E-12 .97E-12 .11E-11 .14E-11 .16E-11 .18E-11 .20E-11
10242  144   89 .87E-12 .93E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11
10243  144   90 .80E-12 .85E-12 .95E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11
10244  144   91 .72E-12 .77E-12 .87E-12 .95E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11 .14E-11
10245  144   92 .63E-12 .72E-12 .83E-12 .94E-12 .10E-11 .11E-11 .13E-11 .15E-11 .17E-11 .18E-11
10246  144   93 .70E-12 .79E-12 .91E-12 .10E-11 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11
10247  144   94 .76E-12 .87E-12 .10E-11 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11 .21E-11
10248  144   95 .18E-12 .23E-12 .27E-12 .31E-12 .35E-12 .38E-12 .43E-12 .50E-12 .58E-12 .65E-12
10249  144   96 .21E-12 .27E-12 .32E-12 .37E-12 .41E-12 .44E-12 .51E-12 .59E-12 .67E-12 .76E-12
10250  144   97 .24E-12 .31E-12 .37E-12 .42E-12 .46E-12 .50E-12 .58E-12 .67E-12 .77E-12 .87E-12
10251  144   98 .82E-12 .10E-11 .12E-11 .15E-11 .17E-11 .19E-11 .22E-11 .25E-11 .28E-11 .29E-11
10252  144   99 .95E-12 .12E-11 .15E-11 .17E-11 .20E-11 .22E-11 .26E-11 .30E-11 .32E-11 .34E-11
10253  144  100 .11E-11 .13E-11 .17E-11 .20E-11 .23E-11 .25E-11 .30E-11 .34E-11 .37E-11 .39E-11
10254  144  101 .86E-12 .11E-11 .14E-11 .16E-11 .18E-11 .20E-11 .23E-11 .27E-11 .31E-11 .34E-11
10255  144  102 .98E-12 .13E-11 .16E-11 .18E-11 .21E-11 .23E-11 .27E-11 .31E-11 .35E-11 .39E-11
10256  144  103 .11E-11 .14E-11 .18E-11 .21E-11 .23E-11 .26E-11 .30E-11 .35E-11 .40E-11 .44E-11
10257  144  104 .63E-12 .75E-12 .91E-12 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11 .21E-11
10258  144  105 .72E-12 .86E-12 .10E-11 .12E-11 .14E-11 .15E-11 .18E-11 .21E-11 .23E-11 .24E-11
10259  144  106 .81E-12 .97E-12 .12E-11 .14E-11 .16E-11 .17E-11 .20E-11 .23E-11 .25E-11 .27E-11
10260  144  107 .14E-11 .16E-11 .18E-11 .19E-11 .20E-11 .21E-11 .23E-11 .25E-11 .27E-11 .29E-11
10261  144  108 .13E-11 .15E-11 .16E-11 .18E-11 .19E-11 .20E-11 .21E-11 .23E-11 .25E-11 .27E-11
10262  144  109 .12E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .20E-11 .21E-11 .23E-11 .24E-11
10263  144  110 .51E-12 .38E-12 .36E-12 .36E-12 .36E-12 .37E-12 .38E-12 .40E-12 .43E-12 .46E-12
10264  144  111 .56E-12 .41E-12 .39E-12 .39E-12 .39E-12 .40E-12 .41E-12 .44E-12 .47E-12 .50E-12
10265  144  112 .61E-12 .45E-12 .43E-12 .42E-12 .43E-12 .43E-12 .45E-12 .47E-12 .51E-12 .54E-12
10266  144  113 .41E-12 .50E-12 .58E-12 .65E-12 .71E-12 .77E-12 .87E-12 .99E-12 .11E-11 .12E-11
10267  144  114 .46E-12 .56E-12 .65E-12 .73E-12 .80E-12 .86E-12 .98E-12 .11E-11 .12E-11 .14E-11
10268  144  115 .51E-12 .62E-12 .73E-12 .81E-12 .89E-12 .96E-12 .11E-11 .12E-11 .14E-11 .15E-11
10269  144  116 .33E-11 .38E-11 .44E-11 .49E-11 .53E-11 .56E-11 .62E-11 .66E-11 .69E-11 .71E-11
10270  144  117 .37E-11 .43E-11 .49E-11 .55E-11 .60E-11 .63E-11 .69E-11 .74E-11 .78E-11 .80E-11
10271  144  118 .41E-11 .48E-11 .55E-11 .61E-11 .66E-11 .71E-11 .77E-11 .82E-11 .86E-11 .89E-11
10272  144  119 .17E-11 .10E-11 .92E-12 .89E-12 .87E-12 .85E-12 .83E-12 .81E-12 .81E-12 .81E-12
10273  144  120 .15E-11 .96E-12 .86E-12 .82E-12 .80E-12 .79E-12 .77E-12 .75E-12 .75E-12 .75E-12
10274  144  121 .14E-11 .88E-12 .79E-12 .76E-12 .74E-12 .73E-12 .71E-12 .70E-12 .69E-12 .69E-12
10275  144  122 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .21E-11 .24E-11 .26E-11 .28E-11
10276  144  123 .15E-11 .15E-11 .16E-11 .17E-11 .19E-11 .20E-11 .23E-11 .26E-11 .28E-11 .31E-11
10277  144  124 .16E-11 .16E-11 .17E-11 .19E-11 .20E-11 .21E-11 .24E-11 .28E-11 .31E-11 .33E-11
10278  144  125 .78E-11 .90E-11 .10E-10 .11E-10 .11E-10 .12E-10 .13E-10 .14E-10 .14E-10 .15E-10
10279  144  126 .86E-11 .10E-10 .11E-10 .12E-10 .13E-10 .13E-10 .14E-10 .15E-10 .16E-10 .17E-10
10280  144  127 .95E-11 .11E-10 .12E-10 .13E-10 .14E-10 .14E-10 .16E-10 .17E-10 .17E-10 .18E-10
10281  144  128 .10E-11 .11E-11 .13E-11 .14E-11 .16E-11 .17E-11 .19E-11 .21E-11 .23E-11 .24E-11
10282  144  129 .11E-11 .12E-11 .14E-11 .16E-11 .17E-11 .19E-11 .21E-11 .24E-11 .26E-11 .27E-11
10283  144  130 .12E-11 .13E-11 .15E-11 .17E-11 .19E-11 .21E-11 .23E-11 .26E-11 .28E-11 .30E-11
10284  144  131 .35E-11 .35E-11 .34E-11 .33E-11 .32E-11 .32E-11 .31E-11 .30E-11 .30E-11 .30E-11
10285  144  132 .32E-11 .32E-11 .31E-11 .31E-11 .30E-11 .30E-11 .29E-11 .28E-11 .28E-11 .28E-11
10286  144  133 .30E-11 .30E-11 .29E-11 .29E-11 .28E-11 .28E-11 .27E-11 .26E-11 .26E-11 .26E-11
10287  144  134 .11E-11 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .16E-11 .17E-11 .19E-11 .20E-11
10288  144  135 .13E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .19E-11 .21E-11 .22E-11
10289  144  136 .14E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .19E-11 .21E-11 .23E-11 .24E-11
10290  144  137 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10 .14E-10 .14E-10 .15E-10 .15E-10 .15E-10
10291  144  138 .13E-10 .13E-10 .14E-10 .14E-10 .15E-10 .15E-10 .16E-10 .16E-10 .17E-10 .17E-10
10292  144  139 .14E-10 .15E-10 .15E-10 .16E-10 .16E-10 .16E-10 .17E-10 .18E-10 .18E-10 .19E-10
10293  144  140 .17E-11 .12E-11 .10E-11 .10E-11 .10E-11 .10E-11 .10E-11 .11E-11 .11E-11 .11E-11
10294  144  141 .19E-11 .13E-11 .11E-11 .11E-11 .11E-11 .11E-11 .11E-11 .11E-11 .12E-11 .12E-11
10295  144  142 .20E-11 .13E-11 .12E-11 .12E-11 .12E-11 .12E-11 .12E-11 .12E-11 .13E-11 .13E-11
10296  144  143 .22E-09 .35E-09 .38E-09 .40E-09 .40E-09 .40E-09 .41E-09 .41E-09 .40E-09 .41E-09
10297  145    1 .50E-14 .73E-14 .11E-13 .16E-13 .21E-13 .27E-13 .39E-13 .54E-13 .68E-13 .81E-13
10298  145    2 .25E-14 .37E-14 .54E-14 .78E-14 .11E-13 .13E-13 .20E-13 .27E-13 .34E-13 .41E-13
10299  145    3 .87E-14 .13E-13 .20E-13 .29E-13 .40E-13 .52E-13 .79E-13 .11E-12 .14E-12 .17E-12
10300  145    4 .17E-13 .26E-13 .39E-13 .58E-13 .79E-13 .10E-12 .16E-12 .22E-12 .29E-12 .34E-12
10301  145    5 .12E-13 .17E-13 .24E-13 .33E-13 .42E-13 .51E-13 .67E-13 .84E-13 .99E-13 .11E-12
10302  145    6 .79E-14 .11E-13 .16E-13 .22E-13 .28E-13 .34E-13 .44E-13 .56E-13 .66E-13 .75E-13
10303  145    7 .39E-14 .57E-14 .82E-14 .11E-13 .14E-13 .17E-13 .22E-13 .28E-13 .33E-13 .38E-13
10304  145    8 .76E-14 .11E-13 .17E-13 .26E-13 .36E-13 .48E-13 .76E-13 .11E-12 .15E-12 .19E-12
10305  145    9 .15E-13 .22E-13 .35E-13 .51E-13 .72E-13 .96E-13 .15E-12 .23E-12 .31E-12 .38E-12
10306  145   10 .23E-13 .34E-13 .52E-13 .77E-13 .11E-12 .14E-12 .23E-12 .34E-12 .46E-12 .57E-12
10307  145   11 .14E-13 .21E-13 .30E-13 .41E-13 .54E-13 .68E-13 .96E-13 .13E-12 .16E-12 .19E-12
10308  145   12 .11E-13 .15E-13 .22E-13 .31E-13 .41E-13 .51E-13 .72E-13 .97E-13 .12E-12 .14E-12
10309  145   13 .72E-14 .10E-13 .15E-13 .21E-13 .27E-13 .34E-13 .48E-13 .65E-13 .81E-13 .96E-13
10310  145   14 .27E-13 .39E-13 .56E-13 .78E-13 .10E-12 .13E-12 .17E-12 .23E-12 .28E-12 .31E-12
10311  145   15 .40E-13 .58E-13 .85E-13 .12E-12 .15E-12 .19E-12 .26E-12 .34E-12 .41E-12 .47E-12
10312  145   16 .54E-13 .77E-13 .11E-12 .16E-12 .20E-12 .25E-12 .35E-12 .46E-12 .55E-12 .63E-12
10313  145   17 .34E-13 .47E-13 .64E-13 .80E-13 .96E-13 .11E-12 .13E-12 .15E-12 .17E-12 .19E-12
10314  145   18 .27E-13 .38E-13 .51E-13 .64E-13 .77E-13 .87E-13 .11E-12 .12E-12 .14E-12 .15E-12
10315  145   19 .20E-13 .28E-13 .38E-13 .48E-13 .57E-13 .66E-13 .79E-13 .93E-13 .10E-12 .11E-12
10316  145   20 .38E-13 .55E-13 .82E-13 .12E-12 .15E-12 .20E-12 .29E-12 .42E-12 .54E-12 .65E-12
10317  145   21 .51E-13 .74E-13 .11E-12 .15E-12 .21E-12 .26E-12 .39E-12 .56E-12 .72E-12 .87E-12
10318  145   22 .64E-13 .92E-13 .14E-12 .19E-12 .26E-12 .33E-12 .49E-12 .69E-12 .90E-12 .11E-11
10319  145   23 .47E-13 .66E-13 .90E-13 .12E-12 .14E-12 .17E-12 .22E-12 .28E-12 .33E-12 .39E-12
10320  145   24 .39E-13 .55E-13 .75E-13 .98E-13 .12E-12 .14E-12 .18E-12 .23E-12 .28E-12 .32E-12
10321  145   25 .31E-13 .44E-13 .60E-13 .78E-13 .96E-13 .11E-12 .15E-12 .19E-12 .22E-12 .26E-12
10322  145   26 .81E-13 .11E-12 .15E-12 .19E-12 .24E-12 .27E-12 .34E-12 .41E-12 .46E-12 .50E-12
10323  145   27 .10E-12 .14E-12 .19E-12 .24E-12 .29E-12 .34E-12 .43E-12 .51E-12 .57E-12 .62E-12
10324  145   28 .12E-12 .16E-12 .23E-12 .29E-12 .35E-12 .41E-12 .51E-12 .61E-12 .69E-12 .75E-12
10325  145   29 .81E-13 .11E-12 .13E-12 .16E-12 .18E-12 .20E-12 .23E-12 .25E-12 .28E-12 .30E-12
10326  145   30 .70E-13 .92E-13 .12E-12 .14E-12 .16E-12 .17E-12 .19E-12 .22E-12 .24E-12 .25E-12
10327  145   31 .58E-13 .76E-13 .96E-13 .11E-12 .13E-12 .14E-12 .16E-12 .18E-12 .20E-12 .21E-12
10328  145   32 .13E-12 .18E-12 .26E-12 .34E-12 .42E-12 .51E-12 .69E-12 .90E-12 .11E-11 .13E-11
10329  145   33 .16E-12 .22E-12 .31E-12 .40E-12 .51E-12 .61E-12 .82E-12 .11E-11 .13E-11 .15E-11
10330  145   34 .19E-12 .26E-12 .36E-12 .47E-12 .59E-12 .72E-12 .96E-12 .13E-11 .15E-11 .18E-11
10331  145   35 .15E-12 .21E-12 .27E-12 .32E-12 .38E-12 .42E-12 .51E-12 .60E-12 .68E-12 .76E-12
10332  145   36 .13E-12 .18E-12 .23E-12 .28E-12 .33E-12 .37E-12 .44E-12 .52E-12 .60E-12 .66E-12
10333  145   37 .11E-12 .15E-12 .20E-12 .24E-12 .28E-12 .32E-12 .38E-12 .45E-12 .51E-12 .57E-12
10334  145   38 .15E-12 .19E-12 .24E-12 .28E-12 .32E-12 .36E-12 .41E-12 .46E-12 .49E-12 .52E-12
10335  145   39 .18E-12 .22E-12 .28E-12 .33E-12 .38E-12 .42E-12 .48E-12 .53E-12 .57E-12 .60E-12
10336  145   40 .20E-12 .25E-12 .32E-12 .38E-12 .43E-12 .48E-12 .55E-12 .61E-12 .65E-12 .69E-12
10337  145   41 .17E-12 .20E-12 .25E-12 .28E-12 .31E-12 .34E-12 .38E-12 .42E-12 .45E-12 .48E-12
10338  145   42 .15E-12 .18E-12 .22E-12 .25E-12 .28E-12 .30E-12 .34E-12 .37E-12 .40E-12 .43E-12
10339  145   43 .13E-12 .16E-12 .19E-12 .22E-12 .24E-12 .26E-12 .30E-12 .33E-12 .35E-12 .37E-12
10340  145   44 .34E-12 .44E-12 .57E-12 .70E-12 .82E-12 .94E-12 .12E-11 .14E-11 .16E-11 .18E-11
10341  145   45 .39E-12 .50E-12 .65E-12 .80E-12 .94E-12 .11E-11 .13E-11 .16E-11 .18E-11 .20E-11
10342  145   46 .44E-12 .57E-12 .73E-12 .90E-12 .11E-11 .12E-11 .15E-11 .18E-11 .21E-11 .23E-11
10343  145   47 .71E-14 .97E-14 .13E-13 .16E-13 .20E-13 .23E-13 .28E-13 .33E-13 .39E-13 .45E-13
10344  145   48 .18E-13 .26E-13 .36E-13 .50E-13 .64E-13 .79E-13 .11E-12 .15E-12 .18E-12 .20E-12
10345  145   49 .14E-13 .19E-13 .26E-13 .33E-13 .39E-13 .45E-13 .55E-13 .67E-13 .78E-13 .91E-13
10346  145   50 .37E-13 .51E-13 .73E-13 .99E-13 .13E-12 .16E-12 .22E-12 .29E-12 .35E-12 .41E-12
